Age,Gender,Marital Status,Employment,Income (₹),FD Amount (₹),FD Tenure (yrs),Credit Score,Base Rate (%),BPS Adjustment (%),Base Rate Type
43,Female,Single,Salaried,1076506,524087,4,572,6.75,0.11,Fixed
52,Male,Single,Salaried,713888,409998,5,800,6.75,0.92,Fixed
84,Female,Married,Retired,502179,670501,8,369,6.75,1.2,Fixed
46,Male,Married,Salaried,916435,496679,3,308,6.75,0.72,Floating
51,Male,Married,Salaried,820983,205244,1,302,6.75,0.23,Floating
58,Female,Married,Salaried,919843,201425,7,568,6.75,0.13,Fixed
58,Female,Married,Salaried,559795,393004,4,651,6.75,0.95,Fixed
40,Male,Married,Salaried,1989753,834804,5,305,6.75,0.35,Floating
88,Female,Married,Retired,456325,489557,6,684,6.75,0.73,Floating
20,Female,Single,Salaried,865389,262246,4,533,6.75,0.88,Fixed
75,Male,Married,Retired,20865,1144233,1,877,6.75,0.96,Floating
49,Male,Married,Salaried,421773,774946,8,395,6.75,0.65,Floating
48,Female,Single,Salaried,349284,769452,9,798,6.75,0.27,Fixed
60,Male,Married,Retired,730964,790110,3,424,6.75,1.47,Floating
24,Male,Single,Salaried,875552,854542,4,809,6.75,0.47,Floating
18,Female,Single,Salaried,789081,626208,5,852,6.75,0.42,Fixed
78,Male,Single,Retired,726482,506107,9,668,6.75,0.56,Floating
31,Male,Married,Salaried,1107126,532016,5,306,6.75,0.71,Floating
69,Male,Married,Retired,1145483,85821,7,576,6.75,1.04,Floating
23,Female,Married,Salaried,190841,172336,3,508,6.75,0.97,Fixed
27,Male,Single,Salaried,1528818,712804,1,492,6.75,0.13,Floating
88,Male,Married,Retired,1130618,1045977,6,459,6.75,0.89,Floating
47,Male,Married,Salaried,20384,386539,1,787,6.75,0.25,Floating
38,Male,Married,Salaried,1449325,916370,6,757,6.75,0.67,Floating
77,Female,Married,Retired,1509852,960601,8,546,6.75,0.5700000000000001,Floating
80,Female,Single,Retired,5727,345179,9,305,6.75,1.49,Floating
59,Male,Married,Salaried,843865,862760,8,852,6.75,0.71,Floating
68,Female,Married,Retired,1131881,689819,5,332,6.75,0.88,Floating
81,Female,Married,Retired,1534892,402507,7,579,6.75,0.87,Floating
73,Female,Single,Retired,1245699,659536,6,405,6.75,0.98,Floating
58,Male,Single,Salaried,718447,585813,9,820,6.75,0.7,Floating
49,Male,Married,Salaried,458734,88944,4,366,6.75,0.59,Floating
32,Female,Married,Self-Employed,260704,1246682,8,303,6.75,0.48,Fixed
79,Male,Married,Retired,535883,177770,9,353,6.75,0.7,Fixed
44,Male,Married,Salaried,1268882,558789,7,640,6.75,0.17,Floating
45,Female,Married,Salaried,1460487,1050329,7,433,6.75,0.92,Fixed
81,Female,Married,Retired,811376,418357,2,749,6.75,1.05,Floating
76,Male,Single,Retired,1548207,277381,9,344,6.75,1.08,Floating
75,Female,Single,Retired,1203907,538959,5,524,6.75,0.9299999999999999,Floating
19,Male,Married,Salaried,2264047,792486,3,470,6.75,0.71,Floating
53,Female,Married,Salaried,83755,867136,4,749,6.75,0.8,Fixed
88,Male,Married,Retired,890717,249131,2,666,6.75,0.9099999999999999,Floating
30,Male,Married,Salaried,1106101,328370,3,610,6.75,0.05,Floating
32,Male,Married,Salaried,1923801,473451,6,503,6.75,0.25,Floating
77,Male,Single,Retired,272621,113446,1,796,6.75,1.3199999999999998,Fixed
39,Male,Married,Salaried,516991,334575,2,571,6.75,0.56,Fixed
80,Male,Single,Retired,1027519,337102,4,778,6.75,1.38,Fixed
42,Female,Married,Salaried,388389,119728,1,550,6.75,0.38,Floating
65,Male,Single,Retired,875749,313869,6,370,6.75,0.81,Fixed
60,Female,Married,Retired,182280,721904,4,645,6.75,0.5,Fixed
55,Male,Single,Salaried,1597610,100327,2,554,6.75,0.18,Fixed
58,Female,Married,Salaried,1839579,804383,4,428,6.75,0.34,Floating
62,Male,Single,Retired,1857653,342667,8,813,6.75,0.58,Floating
57,Male,Married,Salaried,1076629,598102,6,650,6.75,0.6,Floating
34,Male,Married,Salaried,1087628,800703,1,383,6.75,0.99,Floating
74,Male,Married,Retired,993893,218182,5,656,6.75,0.56,Floating
19,Female,Married,Salaried,1430513,634996,6,422,6.75,0.39,Floating
79,Female,Married,Retired,1630684,107211,4,606,6.75,0.9,Fixed
26,Male,Married,Salaried,1356661,80682,4,460,6.75,0.07,Floating
85,Male,Married,Retired,1121290,426266,3,814,6.75,0.69,Floating
34,Male,Single,Salaried,1352711,451962,6,871,6.75,0.45,Fixed
67,Male,Married,Retired,994745,789380,9,766,6.75,1.46,Floating
57,Female,Single,Salaried,329314,57479,7,677,6.75,0.57,Floating
75,Male,Married,Retired,704234,677106,9,403,6.75,0.6,Floating
38,Male,Married,Salaried,1106477,374870,6,779,6.75,0.74,Floating
35,Male,Married,Salaried,564808,457497,2,432,6.75,0.86,Floating
72,Male,Married,Retired,530133,143680,6,854,6.75,1.31,Fixed
46,Male,Married,Salaried,1309084,430362,7,528,6.75,0.82,Floating
41,Male,Married,Self-Employed,1340246,720594,2,817,6.75,0.81,Floating
34,Male,Married,Self-Employed,1147840,403492,1,487,6.75,0.22,Floating
35,Male,Single,Salaried,751132,384874,6,719,6.75,0.59,Fixed
59,Male,Married,Salaried,831177,1049526,8,673,6.75,0.16,Fixed
62,Female,Single,Retired,1350021,479011,6,759,6.75,0.8300000000000001,Floating
34,Male,Single,Self-Employed,549172,41310,8,817,6.75,0.42,Floating
31,Male,Married,Self-Employed,272551,21046,6,400,6.75,0.43,Fixed
66,Male,Single,Retired,1253597,934947,6,519,6.75,0.94,Floating
46,Male,Married,Self-Employed,940300,342095,8,437,6.75,0.78,Floating
21,Male,Single,Salaried,1653608,735662,3,561,6.75,0.62,Fixed
37,Female,Married,Self-Employed,467368,379754,3,884,6.75,0.64,Fixed
64,Female,Married,Retired,1537343,612991,6,579,6.75,1.27,Floating
26,Male,Married,Salaried,708105,358205,4,863,6.75,0.21,Floating
44,Female,Single,Salaried,1391044,451083,7,381,6.75,0.46,Floating
32,Male,Single,Salaried,355803,630923,7,623,6.75,0.86,Floating
36,Male,Married,Self-Employed,197429,117417,9,728,6.75,0.71,Floating
69,Female,Married,Retired,1175457,581112,2,673,6.75,1.38,Floating
43,Female,Single,Salaried,862409,551580,2,805,6.75,0.45,Floating
43,Female,Single,Self-Employed,1079669,31859,6,770,6.75,0.77,Fixed
43,Male,Married,Salaried,512215,1299558,9,582,6.75,0.27,Floating
63,Male,Married,Retired,1164039,387061,7,886,6.75,1.37,Fixed
66,Male,Single,Retired,1636959,179723,6,446,6.75,0.8,Floating
70,Female,Single,Retired,1548332,941048,5,460,6.75,0.8400000000000001,Floating
20,Male,Married,Salaried,662638,121241,8,568,6.75,0.72,Floating
83,Female,Single,Retired,371861,312520,2,562,6.75,1.25,Fixed
59,Male,Married,Salaried,998466,542114,3,459,6.75,0.05,Floating
36,Male,Single,Salaried,1423741,319694,6,856,6.75,0.15,Floating
34,Female,Married,Self-Employed,155941,657091,1,611,6.75,0.25,Floating
50,Female,Married,Salaried,1304702,662498,8,528,6.75,1.0,Floating
66,Male,Single,Retired,2005141,528798,9,601,6.75,1.3199999999999998,Floating
73,Female,Married,Retired,1319822,940050,2,399,6.75,1.22,Floating
80,Male,Single,Retired,222245,406668,9,717,6.75,1.46,Fixed
20,Male,Married,Salaried,433628,559780,5,527,6.75,0.69,Fixed
66,Female,Single,Retired,655027,382746,8,490,6.75,1.19,Floating
72,Female,Married,Retired,927489,366180,1,369,6.75,1.4,Fixed
43,Female,Married,Self-Employed,1174505,478343,1,811,6.75,0.3,Fixed
89,Female,Single,Retired,1360226,1053874,4,609,6.75,0.5,Floating
69,Female,Single,Retired,850762,625665,1,600,6.75,1.21,Floating
24,Female,Married,Salaried,1128014,183821,1,329,6.75,0.16,Fixed
63,Male,Married,Retired,459300,523676,5,378,6.75,0.79,Fixed
63,Female,Married,Retired,647004,331371,2,546,6.75,1.3199999999999998,Floating
33,Female,Married,Salaried,1442480,791234,4,616,6.75,0.78,Fixed
41,Male,Single,Salaried,1226071,466342,8,520,6.75,0.47,Floating
78,Male,Married,Retired,1288474,73287,6,742,6.75,0.6,Floating
71,Male,Single,Retired,480347,622035,2,429,6.75,0.8,Floating
79,Female,Married,Retired,981047,251027,3,457,6.75,0.98,Fixed
18,Male,Married,Salaried,1042672,620988,2,473,6.75,0.77,Fixed
66,Female,Married,Retired,1161478,786963,4,367,6.75,1.48,Fixed
42,Male,Married,Salaried,1508631,414254,5,446,6.75,0.63,Fixed
27,Male,Married,Salaried,1022562,451524,9,767,6.75,0.05,Fixed
33,Female,Married,Salaried,1795166,551182,7,304,6.75,0.22,Floating
75,Male,Single,Retired,17385,301255,8,884,6.75,0.76,Fixed
89,Male,Married,Retired,845857,526943,7,511,6.75,1.13,Floating
46,Male,Single,Salaried,1516191,562547,8,868,6.75,0.02,Floating
23,Female,Single,Salaried,626795,233983,5,746,6.75,0.51,Fixed
33,Female,Married,Salaried,1416865,859405,3,863,6.75,1.0,Floating
37,Female,Single,Salaried,1048940,16315,7,668,6.75,0.77,Fixed
88,Female,Married,Retired,1949111,742219,1,358,6.75,1.27,Floating
60,Male,Married,Retired,924416,913849,3,615,6.75,1.25,Floating
43,Male,Married,Salaried,930417,736688,7,422,6.75,0.68,Fixed
88,Male,Single,Retired,1900595,182698,4,891,6.75,0.8,Floating
50,Male,Single,Salaried,819272,759519,7,678,6.75,0.78,Fixed
43,Male,Married,Self-Employed,1528125,1131282,6,895,6.75,0.65,Floating
62,Male,Married,Retired,1153790,446017,4,402,6.75,0.73,Floating
80,Female,Married,Retired,1543584,499817,7,805,6.75,1.48,Fixed
84,Male,Married,Retired,825463,731316,8,611,6.75,1.48,Floating
69,Female,Married,Retired,946735,238215,8,703,6.75,0.87,Floating
85,Female,Single,Retired,816237,39794,7,860,6.75,1.25,Fixed
43,Female,Married,Self-Employed,13074,626364,2,369,6.75,0.68,Fixed
19,Female,Married,Salaried,867468,510960,8,554,6.75,0.58,Floating
31,Female,Married,Salaried,2601000,378194,5,600,6.75,0.18,Floating
47,Male,Married,Salaried,633831,615559,9,802,6.75,0.47,Floating
66,Male,Married,Retired,1072983,395379,6,503,6.75,1.23,Floating
29,Male,Married,Salaried,1595582,612697,4,462,6.75,0.99,Fixed
61,Male,Single,Retired,1260762,556594,9,675,6.75,1.1099999999999999,Floating
50,Female,Single,Salaried,961216,540291,1,454,6.75,0.75,Floating
30,Female,Married,Salaried,552880,495710,4,763,6.75,0.91,Fixed
43,Female,Married,Self-Employed,1721173,26040,5,602,6.75,0.61,Fixed
38,Male,Married,Salaried,1554310,49057,4,544,6.75,0.76,Fixed
45,Female,Single,Self-Employed,1709269,1039197,9,587,6.75,0.46,Floating
65,Male,Married,Retired,1659268,915296,1,328,6.75,0.79,Floating
57,Female,Single,Salaried,286239,416833,3,498,6.75,0.49,Floating
83,Male,Single,Retired,824098,628694,9,352,6.75,0.59,Floating
40,Male,Married,Salaried,1155485,1127,7,392,6.75,0.93,Floating
65,Male,Single,Retired,524408,53931,5,739,6.75,0.81,Fixed
19,Female,Single,Salaried,684918,384232,6,516,6.75,0.46,Floating
37,Male,Married,Salaried,1320288,176219,4,598,6.75,0.65,Floating
76,Male,Married,Retired,1299673,304964,5,411,6.75,1.0,Floating
63,Female,Single,Retired,1880439,712115,8,747,6.75,0.78,Fixed
20,Female,Married,Salaried,639381,430048,5,390,6.75,0.98,Fixed
72,Male,Married,Retired,534989,579729,2,615,6.75,1.35,Floating
29,Female,Married,Salaried,2049072,778036,8,585,6.75,0.1,Floating
57,Male,Married,Salaried,877136,459533,3,342,6.75,0.37,Fixed
83,Male,Single,Retired,49916,390465,5,515,6.75,0.69,Fixed
33,Male,Married,Salaried,1199824,577731,6,562,6.75,0.48,Fixed
51,Male,Single,Salaried,462498,321364,1,386,6.75,0.21,Floating
61,Male,Married,Retired,806861,498755,3,417,6.75,0.81,Floating
23,Male,Single,Salaried,291178,453292,1,318,6.75,0.52,Floating
81,Male,Married,Retired,1555736,1000089,7,351,6.75,0.64,Fixed
39,Female,Married,Salaried,1204105,568200,2,805,6.75,0.86,Floating
35,Female,Married,Self-Employed,355156,976929,7,804,6.75,0.36,Floating
29,Male,Single,Salaried,1099174,263932,3,433,6.75,0.91,Floating
69,Male,Married,Retired,1335548,273755,3,510,6.75,0.53,Floating
68,Female,Single,Retired,894172,1003536,1,615,6.75,1.27,Floating
88,Female,Married,Retired,1827690,428810,7,774,6.75,1.3599999999999999,Fixed
65,Female,Married,Retired,1520745,257581,8,799,6.75,1.48,Floating
36,Male,Single,Salaried,759094,506390,4,648,6.75,0.13,Floating
23,Male,Married,Salaried,886648,557174,9,417,6.75,0.43,Fixed
44,Female,Married,Salaried,381690,870184,4,465,6.75,0.76,Floating
70,Male,Married,Retired,151685,259183,5,440,6.75,1.01,Fixed
65,Female,Married,Retired,564824,722310,6,807,6.75,1.3199999999999998,Floating
24,Female,Single,Salaried,648622,1025661,9,327,6.75,0.98,Floating
76,Male,Married,Retired,1663237,835274,9,304,6.75,1.26,Floating
86,Male,Single,Retired,312622,1042485,8,473,6.75,1.24,Fixed
28,Female,Single,Salaried,1048674,503628,2,454,6.75,0.57,Floating
32,Male,Married,Salaried,1107256,681266,1,709,6.75,0.46,Fixed
81,Male,Married,Retired,646437,267835,2,361,6.75,1.3399999999999999,Fixed
20,Female,Single,Salaried,1509748,1238721,6,495,6.75,0.23,Fixed
86,Female,Single,Retired,843715,769174,7,883,6.75,1.3599999999999999,Floating
40,Male,Married,Salaried,703671,569026,6,389,6.75,0.84,Floating
70,Male,Married,Retired,1821161,483643,1,695,6.75,1.24,Fixed
54,Female,Married,Salaried,579017,139733,1,760,6.75,0.7,Fixed
26,Female,Married,Salaried,1389239,151099,1,768,6.75,0.01,Fixed
32,Female,Single,Self-Employed,716122,172039,1,479,6.75,0.99,Floating
20,Female,Married,Salaried,392404,337496,1,338,6.75,0.39,Floating
87,Male,Married,Retired,834785,694623,2,446,6.75,0.88,Fixed
34,Male,Single,Salaried,2177876,1485042,2,882,6.75,0.99,Floating
43,Male,Single,Self-Employed,278104,499953,4,764,6.75,0.24,Floating
38,Male,Single,Self-Employed,649796,596995,3,376,6.75,0.95,Fixed
89,Male,Married,Retired,1614544,446077,4,755,6.75,0.89,Fixed
38,Male,Married,Salaried,530091,828839,5,728,6.75,0.1,Fixed
28,Female,Married,Salaried,699038,280947,4,429,6.75,0.52,Fixed
55,Female,Single,Salaried,1067333,405750,3,622,6.75,0.71,Floating
89,Female,Single,Retired,887571,557353,3,728,6.75,1.1099999999999999,Floating
52,Male,Single,Salaried,1254430,268338,4,828,6.75,0.95,Floating
31,Male,Single,Self-Employed,868628,52589,6,849,6.75,0.38,Fixed
31,Male,Married,Salaried,1002888,607085,7,356,6.75,0.44,Floating
27,Female,Married,Salaried,934634,1175858,4,460,6.75,0.25,Floating
29,Male,Married,Salaried,591196,533803,8,762,6.75,0.58,Floating
55,Male,Single,Salaried,74920,724208,6,371,6.75,0.94,Fixed
51,Male,Married,Salaried,1960944,398428,5,649,6.75,0.35,Fixed
58,Female,Married,Salaried,585754,619587,8,619,6.75,0.11,Floating
27,Female,Married,Salaried,615665,75626,6,578,6.75,0.37,Fixed
34,Female,Married,Salaried,1099197,176158,1,311,6.75,0.88,Floating
34,Male,Single,Salaried,482792,683074,1,658,6.75,0.9,Floating
84,Male,Married,Retired,1457870,428848,6,819,6.75,0.62,Fixed
79,Male,Single,Retired,1127305,484,8,756,6.75,1.26,Fixed
18,Male,Married,Salaried,864382,374263,9,332,6.75,0.14,Floating
29,Male,Married,Salaried,750162,776867,4,731,6.75,0.88,Floating
21,Male,Married,Salaried,399770,312342,7,652,6.75,0.48,Fixed
59,Male,Single,Salaried,1156665,180448,9,600,6.75,0.9,Floating
30,Male,Married,Salaried,1068098,1027005,8,374,6.75,0.07,Floating
21,Male,Married,Salaried,676995,534353,8,542,6.75,0.08,Fixed
86,Female,Married,Retired,1262044,988631,1,670,6.75,1.44,Floating
36,Female,Married,Salaried,1790264,605734,6,598,6.75,0.77,Floating
19,Female,Married,Salaried,1007349,305060,9,580,6.75,0.15,Fixed
29,Male,Married,Salaried,876381,606389,8,826,6.75,0.89,Floating
23,Male,Single,Salaried,519682,595228,2,821,6.75,0.85,Floating
25,Female,Single,Salaried,920452,1050287,5,703,6.75,0.54,Floating
68,Male,Married,Retired,790300,885568,4,571,6.75,0.67,Fixed
28,Female,Single,Salaried,476731,705650,8,680,6.75,0.42,Floating
80,Male,Single,Retired,1225622,615104,9,397,6.75,1.05,Floating
74,Female,Single,Retired,1136699,524190,3,512,6.75,0.71,Floating
29,Female,Married,Salaried,1038197,326064,9,345,6.75,0.86,Floating
19,Female,Married,Salaried,818893,822836,1,803,6.75,0.83,Fixed
25,Female,Single,Salaried,1460718,373152,7,531,6.75,0.02,Fixed
28,Male,Single,Salaried,124847,427138,8,428,6.75,0.02,Fixed
70,Male,Married,Retired,148447,520586,6,611,6.75,0.94,Fixed
27,Male,Married,Salaried,1112741,312216,4,345,6.75,0.92,Fixed
25,Male,Married,Salaried,1632191,365794,4,745,6.75,0.77,Floating
53,Male,Married,Salaried,1060260,500709,7,761,6.75,0.96,Fixed
31,Male,Married,Salaried,1063549,476293,6,744,6.75,0.28,Fixed
71,Female,Married,Retired,476394,936726,4,852,6.75,1.47,Floating
38,Male,Married,Salaried,72236,41636,5,442,6.75,0.53,Floating
67,Male,Married,Retired,512682,668708,4,855,6.75,1.1099999999999999,Floating
56,Male,Married,Salaried,1322140,355455,1,554,6.75,0.23,Floating
37,Male,Married,Self-Employed,213744,395643,4,410,6.75,0.46,Fixed
24,Male,Married,Salaried,574073,213214,6,524,6.75,0.76,Floating
26,Female,Married,Salaried,216911,276387,2,492,6.75,0.35,Floating
18,Male,Married,Salaried,547394,655725,7,416,6.75,0.07,Floating
43,Male,Married,Self-Employed,1569977,292420,9,717,6.75,0.84,Floating
55,Male,Married,Salaried,697037,357109,2,687,6.75,0.03,Floating
55,Male,Married,Salaried,1457180,408769,7,685,6.75,0.1,Floating
78,Female,Married,Retired,709485,560766,2,722,6.75,1.1400000000000001,Floating
61,Male,Married,Retired,1720604,998831,9,554,6.75,1.17,Floating
61,Male,Single,Retired,1174526,478049,1,597,6.75,1.05,Floating
79,Male,Married,Retired,769629,1367129,4,856,6.75,0.58,Floating
23,Female,Single,Salaried,919082,1275682,2,709,6.75,0.78,Fixed
34,Male,Married,Salaried,279227,991708,1,665,6.75,0.6,Fixed
68,Female,Single,Retired,744488,805298,2,765,6.75,1.17,Fixed
55,Male,Married,Salaried,1710283,603898,6,833,6.75,0.0,Floating
41,Male,Married,Self-Employed,1179654,955576,5,670,6.75,0.09,Floating
68,Female,Married,Retired,43879,1133656,1,743,6.75,1.22,Fixed
27,Male,Single,Salaried,914457,533487,3,645,6.75,0.68,Floating
89,Male,Married,Retired,1084029,580105,6,896,6.75,0.7,Fixed
38,Male,Single,Salaried,1375283,731360,5,704,6.75,0.5,Floating
87,Male,Married,Retired,812574,469673,6,435,6.75,0.81,Floating
74,Female,Single,Retired,939975,943205,8,672,6.75,1.12,Floating
56,Male,Single,Salaried,1516372,130494,6,621,6.75,0.8,Floating
50,Female,Single,Self-Employed,878374,603477,5,525,6.75,0.19,Fixed
76,Male,Single,Retired,635650,143720,4,412,6.75,1.15,Floating
35,Male,Married,Salaried,1417869,488349,5,317,6.75,0.43,Floating
73,Female,Married,Retired,1427211,279132,9,894,6.75,0.69,Floating
74,Male,Married,Retired,80411,483257,6,614,6.75,0.9,Fixed
65,Male,Married,Retired,1129468,2823,5,421,6.75,0.6,Floating
59,Male,Married,Salaried,496312,679677,8,715,6.75,0.66,Fixed
44,Male,Married,Salaried,1199955,384561,5,310,6.75,1.0,Floating
69,Female,Single,Retired,1476292,818732,5,480,6.75,1.23,Fixed
59,Male,Married,Salaried,1309622,483626,8,712,6.75,0.85,Floating
49,Male,Married,Salaried,1358972,752302,9,797,6.75,0.23,Floating
43,Female,Married,Salaried,669820,360404,8,687,6.75,0.11,Fixed
42,Male,Single,Salaried,771212,740228,9,519,6.75,0.0,Floating
40,Male,Married,Salaried,1296344,1132679,9,436,6.75,0.73,Fixed
74,Male,Married,Retired,1035467,270918,8,612,6.75,1.3199999999999998,Floating
69,Female,Single,Retired,228282,743281,7,465,6.75,0.69,Floating
48,Female,Married,Self-Employed,1445708,126794,7,718,6.75,0.48,Fixed
81,Female,Single,Retired,268296,458815,1,730,6.75,1.0899999999999999,Fixed
88,Male,Single,Retired,1162381,54278,7,333,6.75,1.46,Fixed
50,Female,Married,Salaried,1103634,699157,6,618,6.75,0.91,Floating
19,Male,Single,Salaried,1590788,322671,1,564,6.75,0.02,Floating
35,Male,Single,Salaried,882113,724178,8,574,6.75,0.05,Fixed
64,Female,Married,Retired,14481,591383,9,709,6.75,1.46,Fixed
50,Male,Married,Salaried,1071647,427762,2,473,6.75,0.06,Fixed
52,Male,Married,Salaried,1166301,733270,4,611,6.75,0.58,Fixed
68,Female,Single,Retired,1536812,818631,7,565,6.75,0.58,Floating
35,Female,Married,Salaried,736047,374282,1,713,6.75,0.67,Floating
89,Male,Single,Retired,1351597,830112,8,851,6.75,0.6799999999999999,Floating
47,Male,Married,Salaried,1448516,432021,9,783,6.75,0.03,Fixed
61,Male,Single,Retired,633922,322362,8,482,6.75,0.78,Fixed
70,Male,Married,Retired,1158500,564771,2,741,6.75,1.03,Floating
27,Male,Married,Salaried,264014,305634,8,755,6.75,0.54,Floating
69,Male,Married,Retired,1282051,385034,8,789,6.75,1.26,Floating
66,Female,Single,Retired,1111193,105342,2,346,6.75,0.56,Floating
28,Male,Married,Salaried,380651,589714,9,592,6.75,0.01,Fixed
83,Male,Single,Retired,801532,293132,1,378,6.75,1.21,Fixed
75,Male,Married,Retired,1542469,343093,7,484,6.75,1.45,Floating
53,Male,Single,Salaried,1099924,817125,2,771,6.75,0.19,Floating
50,Male,Single,Salaried,658601,132164,8,856,6.75,0.15,Floating
64,Female,Married,Retired,616108,611535,8,898,6.75,0.8400000000000001,Floating
30,Female,Single,Self-Employed,1501582,617399,4,628,6.75,0.7,Fixed
57,Male,Married,Salaried,754480,571224,8,813,6.75,0.76,Floating
85,Female,Single,Retired,1110307,831733,5,698,6.75,1.44,Floating
59,Male,Married,Salaried,793512,765265,9,595,6.75,0.8,Floating
36,Female,Married,Salaried,106099,538990,1,302,6.75,0.03,Fixed
36,Male,Single,Self-Employed,673381,274434,5,613,6.75,0.21,Floating
75,Female,Single,Retired,1568982,365472,9,626,6.75,0.86,Floating
40,Male,Married,Salaried,2071973,986094,6,649,6.75,0.95,Floating
71,Male,Single,Retired,613314,199874,4,518,6.75,1.1099999999999999,Floating
82,Female,Married,Retired,1166662,349886,1,598,6.75,1.5,Floating
29,Male,Single,Salaried,2164373,1717380,6,454,6.75,0.32,Floating
41,Male,Married,Salaried,1600476,382641,7,624,6.75,0.92,Fixed
51,Male,Married,Salaried,393866,742187,7,302,6.75,0.7,Fixed
70,Female,Married,Retired,867707,761771,9,359,6.75,1.3900000000000001,Fixed
25,Male,Single,Salaried,1128841,863452,4,895,6.75,0.92,Floating
35,Male,Married,Salaried,1636356,404609,4,497,6.75,0.45,Floating
74,Female,Single,Retired,398375,424131,5,662,6.75,1.37,Floating
22,Male,Single,Salaried,1387108,592738,9,460,6.75,0.98,Floating
43,Male,Married,Salaried,1351783,261295,2,817,6.75,0.67,Fixed
47,Female,Married,Salaried,848009,289708,4,747,6.75,0.26,Floating
71,Female,Married,Retired,2072073,1600484,9,788,6.75,0.77,Floating
30,Female,Married,Self-Employed,544309,291418,6,754,6.75,0.75,Floating
46,Male,Married,Self-Employed,1182048,653157,6,622,6.75,0.33,Floating
20,Male,Single,Salaried,1099701,619205,7,705,6.75,0.41,Fixed
75,Female,Married,Retired,1188003,497113,5,755,6.75,1.03,Fixed
19,Female,Single,Salaried,1577739,580129,4,504,6.75,0.91,Fixed
45,Female,Married,Salaried,328664,704581,3,620,6.75,0.71,Floating
19,Male,Married,Salaried,1079261,931407,2,480,6.75,0.29,Fixed
24,Male,Married,Salaried,1984766,217968,7,427,6.75,0.13,Fixed
43,Male,Single,Salaried,1399119,207346,5,399,6.75,0.29,Floating
33,Female,Married,Self-Employed,669563,470277,1,880,6.75,0.33,Fixed
40,Male,Single,Self-Employed,599993,606125,4,626,6.75,0.73,Fixed
57,Male,Married,Salaried,1258887,584526,9,541,6.75,0.43,Floating
77,Male,Single,Retired,755343,1015859,8,344,6.75,1.5,Floating
49,Male,Single,Salaried,928591,212406,7,331,6.75,0.03,Floating
32,Male,Single,Salaried,628270,4400,5,839,6.75,0.35,Fixed
30,Female,Married,Salaried,2036978,1308278,1,652,6.75,0.09,Fixed
22,Male,Married,Salaried,1173227,566926,5,733,6.75,0.36,Fixed
69,Male,Single,Retired,1026384,459001,8,467,6.75,0.9299999999999999,Floating
58,Male,Married,Salaried,183797,742231,4,730,6.75,0.89,Fixed
70,Female,Single,Retired,587242,9926,5,412,6.75,0.9299999999999999,Floating
67,Female,Single,Retired,969527,19499,8,774,6.75,0.53,Fixed
32,Female,Married,Salaried,970125,100439,5,585,6.75,0.96,Floating
24,Female,Married,Salaried,1830445,287142,4,845,6.75,0.15,Fixed
57,Male,Married,Salaried,1061888,866511,4,857,6.75,0.77,Fixed
45,Female,Married,Salaried,1519149,55053,6,300,6.75,0.2,Floating
49,Female,Single,Salaried,1089649,511619,1,717,6.75,0.92,Fixed
32,Male,Single,Salaried,1430503,591480,4,486,6.75,0.23,Floating
87,Male,Married,Retired,166014,964121,1,748,6.75,1.3599999999999999,Floating
82,Female,Single,Retired,371750,241385,6,574,6.75,0.9099999999999999,Floating
21,Female,Married,Salaried,1461903,229374,8,322,6.75,0.45,Floating
28,Male,Married,Salaried,1748270,810512,4,365,6.75,0.63,Fixed
43,Female,Married,Self-Employed,146770,178314,8,686,6.75,0.49,Floating
78,Male,Single,Retired,1006098,862839,2,385,6.75,0.8400000000000001,Floating
54,Male,Single,Salaried,250218,607070,5,386,6.75,0.24,Floating
40,Female,Married,Salaried,667915,29674,3,627,6.75,0.27,Floating
57,Male,Married,Salaried,49578,695956,7,438,6.75,0.7,Floating
40,Female,Married,Salaried,940780,635507,9,534,6.75,0.11,Fixed
33,Male,Single,Salaried,907756,427375,1,527,6.75,0.56,Fixed
78,Male,Married,Retired,901696,312179,8,381,6.75,0.88,Fixed
85,Male,Married,Retired,853672,984651,4,488,6.75,0.85,Fixed
48,Male,Single,Salaried,1317455,234607,5,317,6.75,0.72,Floating
70,Male,Married,Retired,1857230,46191,1,306,6.75,1.0,Fixed
42,Female,Married,Self-Employed,395616,341441,5,584,6.75,0.08,Fixed
61,Male,Married,Retired,579745,645056,9,496,6.75,1.4100000000000001,Fixed
29,Male,Single,Salaried,1064697,499259,8,699,6.75,0.9,Fixed
26,Male,Single,Salaried,865984,288035,8,373,6.75,0.43,Fixed
29,Female,Married,Salaried,841689,658983,6,712,6.75,0.01,Floating
86,Male,Married,Retired,343784,21264,9,712,6.75,0.56,Fixed
71,Male,Married,Retired,772134,609045,4,315,6.75,0.99,Fixed
71,Male,Married,Retired,777140,409998,6,559,6.75,0.58,Floating
45,Male,Married,Self-Employed,1109404,701314,3,364,6.75,0.44,Fixed
73,Male,Married,Retired,546269,648085,2,371,6.75,0.69,Floating
86,Female,Married,Retired,1446180,728542,9,805,6.75,1.3,Fixed
75,Female,Single,Retired,367648,316792,5,430,6.75,0.87,Floating
59,Male,Married,Salaried,1777091,278972,2,875,6.75,0.38,Fixed
55,Female,Single,Salaried,591137,558333,5,365,6.75,0.02,Fixed
85,Female,Married,Retired,1721140,62655,6,656,6.75,1.15,Floating
