product_type,credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate
Home Loan,645,14,167639,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,681,12,342155,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,785,13,383296,poor,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,749,16,778871,poor,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,695,12,60960,excellent,rising,0,50,0,0,25,75,0.0575
Fixed Deposit,570,9,536744,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,747,0,171789,poor,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,645,0,371064,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,605,14,857819,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,762,15,458540,poor,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,795,11,638248,good,stable,50,50,0,0,0,100,0.09
Home Loan,569,5,172994,excellent,falling,-50,0,0,50,0,0,0.08
Home Loan,692,5,344772,excellent,stable,0,0,0,50,0,50,0.085
Home Loan,567,11,957701,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,551,14,780456,good,rising,-50,50,0,0,0,0,0.08
Fixed Deposit,784,3,883884,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,508,3,877530,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,750,1,513675,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,797,11,744595,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,683,6,399005,excellent,stable,0,25,25,0,0,50,0.055
Fixed Deposit,678,19,77949,excellent,stable,0,50,0,0,0,50,0.055
Fixed Deposit,697,8,203893,poor,stable,0,25,25,0,0,50,0.055
Home Loan,627,8,252684,good,rising,0,25,0,0,0,25,0.0825
Home Loan,519,7,989536,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,564,13,385681,good,stable,-50,50,0,0,0,0,0.08
Home Loan,681,0,458519,poor,falling,0,0,0,-50,0,0,0.08
Fixed Deposit,740,11,428147,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,523,1,263065,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,582,12,832086,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,684,3,455519,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,598,19,624989,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,561,17,886943,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,785,18,130664,good,stable,0,50,25,0,0,75,0.0575
Home Loan,521,15,461496,poor,falling,-50,50,0,-50,0,0,0.08
Fixed Deposit,711,13,89427,poor,stable,0,50,0,0,0,50,0.055
Home Loan,625,7,147180,excellent,falling,0,25,0,50,0,75,0.0875
Home Loan,541,11,677838,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,597,8,974471,good,falling,-50,25,0,0,0,0,0.08
Home Loan,530,5,974165,excellent,stable,-50,0,0,50,0,0,0.08
Fixed Deposit,657,17,127952,good,falling,0,50,25,0,-25,50,0.055
Home Loan,611,1,116046,poor,rising,0,0,0,-50,0,0,0.08
Home Loan,746,7,156918,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,621,13,871632,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,772,5,379586,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,793,9,504887,excellent,falling,50,25,0,50,0,100,0.09
Fixed Deposit,706,7,665358,poor,falling,0,25,50,0,-25,50,0.055
Home Loan,609,16,632456,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,777,11,884754,excellent,rising,50,50,0,50,0,100,0.09
Home Loan,555,16,120246,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,556,12,744252,poor,falling,-50,50,0,-50,0,0,0.08
Fixed Deposit,790,18,589871,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,613,11,394864,poor,falling,0,50,0,-50,0,0,0.08
Fixed Deposit,697,15,498431,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,678,4,730213,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,718,15,449325,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,776,5,289285,excellent,rising,0,0,25,0,25,50,0.055
Home Loan,515,10,371901,good,stable,-50,25,0,0,0,0,0.08
Fixed Deposit,560,16,843091,poor,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,553,13,313382,excellent,rising,-50,50,0,50,0,50,0.085
Fixed Deposit,667,5,695558,excellent,stable,0,0,50,0,0,50,0.055
Fixed Deposit,525,10,955643,good,stable,0,25,50,0,0,75,0.0575
Home Loan,564,11,65064,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,599,12,212187,good,rising,-50,50,0,0,0,0,0.08
Home Loan,573,3,737312,excellent,stable,-50,0,0,50,0,0,0.08
Fixed Deposit,691,6,710980,excellent,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,670,1,674078,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,772,5,939417,good,rising,50,0,0,0,0,50,0.085
Home Loan,686,5,94258,good,stable,0,0,0,0,0,0,0.08
Home Loan,522,17,709830,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,680,19,989507,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,607,7,995075,excellent,falling,0,25,50,0,-25,50,0.055
Home Loan,661,7,861100,excellent,stable,0,25,0,50,0,75,0.0875
Home Loan,705,7,389403,good,stable,0,25,0,0,0,25,0.0825
Home Loan,577,7,686480,excellent,rising,-50,25,0,50,0,25,0.0825
Home Loan,515,0,408720,good,falling,-50,0,0,0,0,0,0.08
Fixed Deposit,595,1,679769,poor,stable,0,0,50,0,0,50,0.055
Home Loan,646,11,947937,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,501,14,213118,good,stable,0,50,25,0,0,75,0.0575
Home Loan,509,3,252049,good,rising,-50,0,0,0,0,0,0.08
Home Loan,624,2,821888,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,580,13,520471,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,639,7,55397,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,649,12,936357,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,787,18,657769,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,628,4,203305,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,738,12,526552,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,557,19,372452,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,697,0,250798,poor,rising,0,0,25,0,25,50,0.055
Fixed Deposit,710,15,506435,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,544,1,546574,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,596,6,575418,poor,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,778,5,698581,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,522,4,588359,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,543,3,921949,good,stable,-50,0,0,0,0,0,0.08
Home Loan,526,1,422384,good,rising,-50,0,0,0,0,0,0.08
Fixed Deposit,781,9,576406,poor,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,596,4,706023,poor,falling,-50,0,0,-50,0,0,0.08
Fixed Deposit,535,17,112408,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,608,9,101786,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,554,14,655559,good,stable,-50,50,0,0,0,0,0.08
Fixed Deposit,691,8,69158,good,falling,0,25,0,0,-25,0,0.05
Fixed Deposit,718,10,867519,poor,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,684,16,138114,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,568,8,758481,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,629,15,571358,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,554,5,594162,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,596,10,289139,good,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,586,16,919875,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,793,3,615109,good,stable,50,0,0,0,0,50,0.085
Fixed Deposit,618,14,689963,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,707,0,372726,excellent,stable,0,0,0,50,0,50,0.085
Home Loan,653,19,172603,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,534,0,990291,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,578,8,464921,excellent,rising,0,25,25,0,25,75,0.0575
Home Loan,566,11,643669,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,533,3,948232,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,596,12,547821,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,668,6,442949,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,668,7,225725,good,stable,0,25,25,0,0,50,0.055
Fixed Deposit,650,12,918450,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,570,10,937024,good,stable,-50,25,0,0,0,0,0.08
Home Loan,502,8,928058,good,stable,-50,25,0,0,0,0,0.08
Home Loan,531,15,660505,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,786,9,828873,good,falling,50,25,0,0,0,75,0.0875
Fixed Deposit,581,10,999756,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,542,11,516548,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,604,13,384943,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,500,18,374329,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,560,11,521529,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,769,17,353682,poor,rising,50,50,0,-50,0,50,0.085
Fixed Deposit,679,16,856775,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,723,2,548905,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,505,0,261470,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,602,18,484448,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,509,3,170026,poor,rising,0,0,25,0,25,50,0.055
Home Loan,570,15,284257,good,rising,-50,50,0,0,0,0,0.08
Home Loan,589,11,103106,good,falling,-50,50,0,0,0,0,0.08
Home Loan,725,12,950754,poor,rising,0,50,0,-50,0,0,0.08
Fixed Deposit,657,16,131227,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,727,7,496295,good,stable,0,25,0,0,0,25,0.0825
Home Loan,625,12,730388,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,708,19,616423,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,596,4,736426,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,573,17,693887,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,614,14,804077,good,falling,0,50,0,0,0,50,0.085
Home Loan,690,11,133470,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,669,16,857342,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,703,14,818378,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,555,1,188213,good,rising,-50,0,0,0,0,0,0.08
Home Loan,707,5,95950,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,540,16,761083,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,531,15,328369,poor,stable,0,50,25,0,0,75,0.0575
Home Loan,514,16,543466,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,561,19,345103,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,654,8,885624,good,falling,0,25,0,0,0,25,0.0825
Home Loan,783,4,129711,good,rising,50,0,0,0,0,50,0.085
Home Loan,708,0,191123,excellent,stable,0,0,0,50,0,50,0.085
Home Loan,686,5,252500,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,629,13,829572,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,626,16,315593,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,791,18,416357,excellent,rising,50,50,0,50,0,100,0.09
Home Loan,613,0,734550,poor,rising,0,0,0,-50,0,0,0.08
Home Loan,698,0,674533,excellent,rising,0,0,0,50,0,50,0.085
Home Loan,512,12,147069,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,770,13,731501,good,rising,50,50,0,0,0,100,0.09
Fixed Deposit,588,5,283597,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,714,5,598196,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,777,0,416991,poor,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,702,13,957342,poor,falling,0,50,50,0,-25,75,0.0575
Home Loan,573,2,828628,excellent,stable,-50,0,0,50,0,0,0.08
Home Loan,524,9,999826,good,falling,-50,25,0,0,0,0,0.08
Home Loan,600,18,850444,good,falling,0,50,0,0,0,50,0.085
Home Loan,675,18,67412,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,616,18,422174,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,665,3,861089,good,rising,0,0,50,0,25,75,0.0575
Home Loan,540,19,317800,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,619,18,190039,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,596,9,528174,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,644,1,458980,excellent,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,715,3,852305,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,728,5,668773,poor,stable,0,0,0,-50,0,0,0.08
Fixed Deposit,629,6,945815,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,636,15,494246,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,772,6,248879,good,stable,0,25,25,0,0,50,0.055
Home Loan,616,17,575895,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,593,19,200595,good,falling,-50,50,0,0,0,0,0.08
Home Loan,667,18,622735,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,702,8,99757,excellent,stable,0,25,0,0,0,25,0.052500000000000005
Fixed Deposit,648,19,834402,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,682,9,300495,poor,rising,0,25,0,-50,0,0,0.08
Fixed Deposit,651,12,798886,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,573,17,905633,good,rising,-50,50,0,0,0,0,0.08
Home Loan,773,15,440909,excellent,stable,50,50,0,50,0,100,0.09
Fixed Deposit,541,16,262916,poor,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,711,12,841894,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,600,11,428976,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,544,9,212867,excellent,rising,0,25,25,0,25,75,0.0575
Home Loan,581,0,775166,excellent,falling,-50,0,0,50,0,0,0.08
Home Loan,516,7,360609,good,stable,-50,25,0,0,0,0,0.08
Home Loan,572,17,504325,good,stable,-50,50,0,0,0,0,0.08
Home Loan,513,1,140027,excellent,stable,-50,0,0,50,0,0,0.08
Home Loan,656,15,100528,poor,falling,0,50,0,-50,0,0,0.08
Fixed Deposit,722,11,348374,good,stable,0,50,25,0,0,75,0.0575
Home Loan,631,8,98242,good,rising,0,25,0,0,0,25,0.0825
Home Loan,546,2,509099,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,606,3,164688,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,607,1,541582,good,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,764,7,576071,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,704,9,78390,good,rising,0,25,0,0,25,50,0.055
Fixed Deposit,578,15,713777,poor,falling,0,50,50,0,-25,75,0.0575
Home Loan,654,10,122102,good,stable,0,25,0,0,0,25,0.0825
Home Loan,770,17,329570,excellent,stable,50,50,0,50,0,100,0.09
Fixed Deposit,746,13,80750,poor,rising,0,50,0,0,25,75,0.0575
Fixed Deposit,518,7,632476,good,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,525,14,323016,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,716,16,668519,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,653,17,442004,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,653,5,753446,poor,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,673,13,641058,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,591,2,281360,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,680,6,275440,good,stable,0,25,0,0,0,25,0.0825
Home Loan,630,14,960590,poor,falling,0,50,0,-50,0,0,0.08
Home Loan,797,15,919946,excellent,stable,50,50,0,50,0,100,0.09
Fixed Deposit,774,15,793537,poor,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,772,7,142663,excellent,rising,0,25,25,0,25,75,0.0575
Home Loan,575,6,740080,excellent,rising,-50,25,0,50,0,25,0.0825
Home Loan,676,5,723439,excellent,rising,0,0,0,50,0,50,0.085
Home Loan,683,1,984842,excellent,rising,0,0,0,50,0,50,0.085
Home Loan,630,12,708651,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,548,11,255156,poor,falling,0,50,25,0,-25,50,0.055
Home Loan,554,14,162808,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,653,8,160091,excellent,falling,0,25,0,50,0,75,0.0875
Home Loan,699,1,935704,excellent,stable,0,0,0,50,0,50,0.085
Home Loan,617,16,623681,good,stable,0,50,0,0,0,50,0.085
Home Loan,762,4,667846,poor,rising,50,0,0,-50,0,0,0.08
Home Loan,545,10,119770,excellent,rising,-50,25,0,50,0,25,0.0825
Home Loan,688,18,863152,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,628,6,849800,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,548,1,235385,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,524,15,884401,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,765,11,98838,good,falling,0,50,0,0,-25,25,0.052500000000000005
Home Loan,617,14,583022,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,643,0,681475,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,699,12,149329,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,656,5,570146,excellent,rising,0,0,0,50,0,50,0.085
Home Loan,633,12,455413,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,647,17,905327,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,570,2,808921,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,732,0,170424,poor,rising,0,0,0,-50,0,0,0.08
Fixed Deposit,798,14,937687,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,653,12,370217,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,589,4,778285,excellent,falling,-50,0,0,50,0,0,0.08
Home Loan,698,12,294042,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,660,4,785848,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,525,18,275683,poor,stable,0,50,25,0,0,75,0.0575
Home Loan,620,17,265547,good,stable,0,50,0,0,0,50,0.085
Home Loan,711,9,293603,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,562,7,755662,good,falling,0,25,50,0,-25,50,0.055
Home Loan,567,14,852056,excellent,rising,-50,50,0,50,0,50,0.085
Fixed Deposit,752,19,248343,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,501,3,336459,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,607,1,329566,poor,falling,0,0,25,0,-25,0,0.05
Home Loan,785,5,744497,good,stable,50,0,0,0,0,50,0.085
Fixed Deposit,548,2,122663,excellent,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,639,6,151216,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,717,9,824888,good,rising,0,25,0,0,0,25,0.0825
Fixed Deposit,543,5,306492,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,768,15,521358,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,577,1,344887,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,715,16,542762,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,597,12,458852,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,735,0,534100,good,falling,0,0,0,0,0,0,0.08
Fixed Deposit,781,5,584396,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,648,4,254706,poor,rising,0,0,25,0,25,50,0.055
Home Loan,565,12,610468,good,rising,-50,50,0,0,0,0,0.08
Home Loan,733,17,331027,good,falling,0,50,0,0,0,50,0.085
Home Loan,586,11,618688,good,rising,-50,50,0,0,0,0,0.08
Fixed Deposit,578,6,227071,poor,rising,0,25,25,0,25,75,0.0575
Home Loan,704,14,622239,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,778,2,450376,good,rising,0,0,25,0,25,50,0.055
Fixed Deposit,753,15,891694,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,629,0,463145,poor,rising,0,0,0,-50,0,0,0.08
Home Loan,583,15,919565,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,775,11,716483,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,686,18,427250,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,545,7,733717,poor,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,682,11,906928,good,falling,0,50,0,0,0,50,0.085
Home Loan,767,14,738916,good,stable,50,50,0,0,0,100,0.09
Home Loan,795,1,374078,poor,falling,50,0,0,-50,0,0,0.08
Fixed Deposit,599,16,915318,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,577,6,80881,good,stable,-50,25,0,0,0,0,0.08
Fixed Deposit,771,12,854841,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,661,0,148171,poor,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,543,5,303189,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,737,12,998161,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,633,10,267815,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,691,9,361095,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,777,15,320896,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,517,19,691627,good,stable,-50,50,0,0,0,0,0.08
Fixed Deposit,511,16,456656,poor,falling,0,50,25,0,-25,50,0.055
Home Loan,679,16,94864,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,622,3,755051,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,745,4,646323,excellent,rising,0,0,0,50,0,50,0.085
Fixed Deposit,721,13,136675,good,stable,0,50,25,0,0,75,0.0575
Home Loan,550,19,334487,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,570,9,274320,excellent,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,547,13,593961,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,518,0,241026,excellent,stable,-50,0,0,50,0,0,0.08
Home Loan,761,10,235770,good,rising,50,25,0,0,0,75,0.0875
Home Loan,583,17,407168,good,rising,-50,50,0,0,0,0,0.08
Home Loan,654,15,600808,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,552,17,552857,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,606,7,819483,poor,stable,0,25,50,0,0,75,0.0575
Home Loan,634,9,852216,good,rising,0,25,0,0,0,25,0.0825
Fixed Deposit,568,9,429590,excellent,stable,0,25,25,0,0,50,0.055
Home Loan,510,4,88079,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,642,9,94220,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,691,17,201563,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,568,5,162878,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,522,2,166583,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,680,7,98720,excellent,falling,0,25,0,0,-25,0,0.05
Fixed Deposit,792,8,281876,poor,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,508,4,589006,poor,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,770,1,478813,good,falling,0,0,25,0,-25,0,0.05
Home Loan,592,1,897649,good,rising,-50,0,0,0,0,0,0.08
Home Loan,516,6,541567,poor,falling,-50,25,0,-50,0,0,0.08
Home Loan,653,16,412812,good,stable,0,50,0,0,0,50,0.085
Home Loan,648,9,732192,good,falling,0,25,0,0,0,25,0.0825
Home Loan,766,11,802758,excellent,falling,50,50,0,50,0,100,0.09
Fixed Deposit,605,1,456080,good,falling,0,0,25,0,-25,0,0.05
Home Loan,534,9,662666,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,618,19,58177,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,513,0,751475,poor,falling,-50,0,0,-50,0,0,0.08
Home Loan,513,3,434462,good,falling,-50,0,0,0,0,0,0.08
Home Loan,765,12,811595,poor,rising,50,50,0,-50,0,50,0.085
Home Loan,639,11,499426,good,stable,0,50,0,0,0,50,0.085
Home Loan,793,10,495170,poor,rising,50,25,0,-50,0,25,0.0825
Fixed Deposit,618,9,685433,excellent,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,737,14,979348,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,533,4,779490,excellent,stable,-50,0,0,50,0,0,0.08
Fixed Deposit,668,16,587706,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,509,4,215926,excellent,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,621,1,662363,good,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,644,8,553122,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,722,5,377371,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,756,17,456051,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,767,13,329677,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,503,18,557966,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,605,13,538267,poor,falling,0,50,0,-50,0,0,0.08
Home Loan,584,7,937889,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,713,16,419648,good,falling,0,50,0,0,0,50,0.085
Home Loan,620,2,268930,poor,rising,0,0,0,-50,0,0,0.08
Home Loan,631,9,453439,good,stable,0,25,0,0,0,25,0.0825
Home Loan,696,16,698490,good,falling,0,50,0,0,0,50,0.085
Home Loan,518,10,584561,excellent,rising,-50,25,0,50,0,25,0.0825
Fixed Deposit,629,7,607807,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,511,0,729520,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,580,12,963456,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,761,3,517601,poor,falling,50,0,0,-50,0,0,0.08
Home Loan,624,6,960972,good,stable,0,25,0,0,0,25,0.0825
Home Loan,766,13,558604,excellent,rising,50,50,0,50,0,100,0.09
Home Loan,639,4,534408,poor,stable,0,0,0,-50,0,0,0.08
Home Loan,501,10,230060,good,stable,-50,25,0,0,0,0,0.08
